"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date"
"Athletics",14,15.1,0.175,0.07,0.59,0.143,0.938,0.488,0.07,0.442,0.053,84.8,0.72,0.59,3.52,5.06,4.59,0.2,0.342,0.596,0.093,0.444,0.093,0.256,2020-07-27
"Braves",9,12.2,0.235,0.02,0.71,0.297,0.948,0.263,0.263,0.474,0.056,89.7,1.03,0.71,2.56,4.27,3.69,0.2,0.368,0.745,0.105,0.503,0.053,0.289,2020-07-27
"Rockies",8,9.2,0.2,0.075,0,0.25,0.909,0.37,0.222,0.407,0,86,1.03,0.93,2.78,4.97,4.41,0.3,0.315,0.6,0.09,0.406,0,0.286,2020-07-27
"Cardinals",9,9.2,0.143,0.086,0,0.111,0.5,0.444,0.185,0.37,0,90.4,0.62,1.86,3.09,5.08,5.16,0.2,0.352,0.6,0.122,0.458,0,0.407,2020-07-27
"Dodgers",16,16.2,0.267,0.067,0,0.231,0.714,0.436,0.231,0.333,0,85.3,0.78,2.16,2.17,3.68,3.46,0.4,0.364,0.6,0.148,0.409,0.026,0.282,2020-07-27
"Nationals",8,7.2,0.242,0.121,1.17,0.25,0.93,0.286,0.381,0.333,0.143,91,1.3,2.35,4.37,4.43,4.49,0,0.192,0.545,0.09,0.402,0.095,0.381,2020-07-27
"Rays",12,16.2,0.243,0.071,0.54,0.319,0.765,0.417,0.25,0.333,0.063,85.8,1.26,2.7,2.83,3.9,3.78,0.3,0.354,0.686,0.1,0.415,0.021,0.396,2020-07-27
"Red Sox",9,12.1,0.22,0.1,0.73,0.258,0.822,0.438,0.25,0.313,0.1,85.6,1.14,2.92,4.16,4.67,4.36,0,0.381,0.74,0.152,0.382,0.063,0.313,2020-07-27
"Astros",11,11.2,0.235,0.059,0,0.353,0.765,0.471,0.294,0.235,0,83.2,1.29,3.09,2.42,3.74,3.54,0.3,0.224,0.451,0.099,0.429,0,0.176,2020-07-27
"Pirates",9,10.2,0.304,0.022,0.84,0.379,0.476,0.333,0.267,0.4,0.083,86.6,1.22,3.38,2.35,3.3,2.73,0.3,0.417,0.609,0.164,0.418,0.133,0.367,2020-07-27
"Rangers",13,15,0.238,0.127,1.2,0.237,0.802,0.333,0.231,0.436,0.118,87.5,1.27,3.6,4.52,4.98,4.65,0.2,0.273,0.54,0.095,0.39,0.1,0.375,2020-07-27
"Angels",13,15,0.177,0.161,1.2,0.263,0.792,0.3,0.275,0.425,0.118,85.7,1.47,3.6,5.66,6.11,5.95,0.1,0.306,0.597,0.115,0.417,0.1,0.325,2020-07-27
"Tigers",11,11,0.208,0.104,1.64,0.241,0.833,0.387,0.161,0.452,0.143,91.1,1.27,4.09,5.65,5.74,4.68,0,0.235,0.646,0.097,0.473,0.065,0.387,2020-07-27
"Royals",14,14.2,0.215,0.123,1.23,0.282,0.792,0.488,0.146,0.366,0.133,89.2,1.43,4.3,5.1,5.3,4.74,0,0.277,0.6,0.111,0.422,0.049,0.341,2020-07-27
"Mariners",14,13.2,0.217,0.1,1.32,0.27,0.756,0.333,0.205,0.462,0.111,87.9,1.32,4.61,4.95,5.58,4.59,0,0.28,0.517,0.136,0.394,0.051,0.308,2020-07-27
"Yankees",10,13,0.185,0.056,2.08,0.27,0.781,0.5,0.075,0.425,0.176,87.6,1.23,4.85,5.58,5.1,4.27,0.1,0.355,0.574,0.116,0.418,0.025,0.325,2020-07-27
"Marlins",13,13,0.095,0.159,2.08,0.25,0.859,0.413,0.152,0.435,0.15,91.1,1.85,4.85,7.58,7.54,6.97,-0.3,0.24,0.587,0.056,0.414,0.064,0.319,2020-07-27
"Padres",12,11,0.244,0.089,0.82,0.276,0.603,0.5,0.267,0.233,0.143,84.1,1.18,4.91,3.46,3.51,3.76,0.2,0.398,0.689,0.128,0.426,0.033,0.233,2020-07-27
"Giants",20,21,0.154,0.115,1.29,0.286,0.621,0.452,0.247,0.301,0.136,89.1,1.67,5.14,5.67,5.83,5.33,-0.2,0.215,0.567,0.088,0.46,0.096,0.438,2020-07-27
"Brewers",12,13.2,0.271,0.068,3.29,0.242,0.909,0.316,0.237,0.447,0.294,92.3,1.24,5.27,6.7,4.35,3.57,-0.1,0.34,0.559,0.13,0.409,0.132,0.5,2020-07-27
"Blue Jays",14,13,0.194,0.177,0.69,0.263,0.583,0.41,0.231,0.359,0.071,89.8,1.69,5.54,4.88,5.96,5.9,0.1,0.267,0.5,0.111,0.361,0.077,0.333,2020-07-27
"Cubs",8,8,0.176,0.147,2.25,0.158,0.761,0.429,0.143,0.429,0.222,91.1,1.25,5.63,7.57,6.49,5.65,-0.2,0.25,0.5,0.111,0.302,0.143,0.476,2020-07-27
"Mets",12,15,0.258,0.045,3,0.317,0.714,0.348,0.217,0.435,0.25,88.9,1.4,6,5.86,4.1,3.47,0,0.322,0.545,0.16,0.418,0.174,0.413,2020-07-27
"Phillies",10,11.2,0.164,0.091,1.54,0.316,0.698,0.425,0.225,0.35,0.143,91,1.63,6.17,5.42,5.51,4.96,-0.1,0.327,0.691,0.114,0.468,0.025,0.275,2020-07-27
"Diamondbacks",12,11.2,0.273,0.218,0.77,0.37,0.694,0.393,0.25,0.357,0.1,85.2,1.97,6.17,4.82,5.36,5.69,0.1,0.199,0.618,0.084,0.405,0.107,0.286,2020-07-27
"Twins",9,13,0.311,0.131,3.46,0.345,0.875,0.235,0.235,0.529,0.278,87.7,1.77,6.23,7.11,4.78,4,-0.1,0.335,0.59,0.148,0.395,0.118,0.5,2020-07-27
"Reds",10,8.2,0.351,0.108,4.15,0.188,0.741,0.35,0.1,0.55,0.364,87.5,1.27,7.27,7.58,4.02,3.2,-0.4,0.388,0.622,0.174,0.43,0.15,0.35,2020-07-27
"White Sox",15,17.1,0.218,0.077,2.08,0.286,0.588,0.415,0.189,0.396,0.19,88.2,1.38,7.27,5.61,4.95,4.18,-0.1,0.317,0.526,0.14,0.38,0.057,0.321,2020-07-27
"Orioles",10,12,0.177,0.065,0,0.457,0.615,0.522,0.217,0.261,0,89.5,2.08,7.5,2.61,4.54,4.15,0.4,0.374,0.581,0.107,0.43,0.022,0.348,2020-07-27
"Indians",8,9,0.303,0.091,0,0.111,0.857,0.294,0.118,0.588,0,88.7,0.56,0,2.64,4.78,3.58,0.2,0.324,0.606,0.127,0.448,0.111,0.278,2020-07-28
"Athletics",19,20.1,0.218,0.077,0.44,0.185,0.962,0.473,0.127,0.4,0.045,85.9,0.84,0.44,3.04,4.49,4.14,0.4,0.331,0.59,0.099,0.444,0.073,0.236,2020-07-28
"Rockies",8,9.2,0.2,0.075,0,0.25,0.909,0.37,0.222,0.407,0,86,1.03,0.93,2.78,4.97,4.41,0.3,0.315,0.6,0.09,0.406,0,0.286,2020-07-28
"Nationals",11,11.2,0.208,0.125,0.77,0.194,0.948,0.25,0.313,0.438,0.071,89.5,1.11,1.54,4.13,5.33,5.09,0,0.2,0.542,0.088,0.415,0.063,0.344,2020-07-28
"Cardinals",9,9.2,0.143,0.086,0,0.111,0.5,0.444,0.185,0.37,0,90.4,0.62,1.86,3.09,5.08,5.16,0.2,0.352,0.6,0.122,0.458,0,0.407,2020-07-28
"Dodgers",16,16.2,0.267,0.067,0,0.231,0.714,0.436,0.231,0.333,0,85.3,0.78,2.16,2.17,3.68,3.46,0.4,0.364,0.6,0.148,0.409,0.026,0.282,2020-07-28
"Astros",15,17.2,0.263,0.053,0,0.36,0.75,0.44,0.28,0.28,0,82.8,1.25,2.55,1.95,3.47,3.28,0.5,0.257,0.487,0.118,0.438,0.02,0.22,2020-07-28
"Angels",15,18.1,0.213,0.147,0.98,0.267,0.819,0.319,0.234,0.447,0.095,86.5,1.36,2.95,4.83,5.62,5.26,0.2,0.285,0.613,0.122,0.424,0.085,0.298,2020-07-28
"Padres",16,16.1,0.231,0.092,0.55,0.209,0.685,0.545,0.182,0.273,0.083,85.7,0.98,3.31,3.25,3.87,3.93,0.3,0.389,0.708,0.12,0.425,0.023,0.273,2020-07-28
"Rays",15,21.2,0.297,0.055,0.83,0.298,0.66,0.424,0.254,0.322,0.105,86.8,1.11,3.32,2.59,3.08,3.02,0.4,0.376,0.692,0.117,0.434,0.051,0.39,2020-07-28
"Royals",19,21.2,0.234,0.128,1.25,0.255,0.858,0.552,0.121,0.328,0.158,87.5,1.34,3.32,4.9,4.79,4.49,0.1,0.298,0.585,0.122,0.404,0.034,0.328,2020-07-28
"Rangers",13,15,0.238,0.127,1.2,0.237,0.802,0.333,0.231,0.436,0.118,87.5,1.27,3.6,4.52,4.98,4.65,0.2,0.273,0.54,0.095,0.39,0.1,0.375,2020-07-28
"Blue Jays",19,18,0.2,0.163,0.5,0.26,0.664,0.451,0.216,0.333,0.059,87.4,1.5,4,4.3,5.4,5.53,0.2,0.257,0.55,0.101,0.351,0.059,0.294,2020-07-28
"Mariners",17,17.2,0.197,0.105,1.02,0.245,0.755,0.314,0.235,0.451,0.087,87.6,1.25,4.08,4.66,5.7,4.91,0,0.279,0.5,0.116,0.392,0.039,0.294,2020-07-28
"Pirates",16,19.2,0.264,0.057,0.46,0.375,0.543,0.351,0.298,0.351,0.05,87.4,1.37,4.12,2.58,3.88,3.45,0.6,0.317,0.575,0.123,0.417,0.07,0.316,2020-07-28
"Red Sox",13,19.1,0.268,0.073,1.4,0.306,0.78,0.442,0.25,0.308,0.188,85.5,1.24,4.19,4.17,3.75,3.49,0,0.397,0.732,0.177,0.408,0.077,0.308,2020-07-28
"Diamondbacks",14,16.1,0.275,0.203,0.55,0.286,0.72,0.444,0.194,0.361,0.077,85.8,1.53,4.41,4.23,4.97,5.38,0.2,0.203,0.638,0.08,0.405,0.083,0.278,2020-07-28
"Brewers",17,19.2,0.289,0.084,2.75,0.222,0.769,0.373,0.235,0.392,0.3,90.3,1.17,4.58,5.94,3.93,3.49,-0.1,0.319,0.53,0.137,0.383,0.118,0.451,2020-07-28
"Braves",12,17.1,0.273,0.039,1.56,0.367,0.721,0.288,0.288,0.423,0.136,89.4,1.38,4.67,3.71,3.91,3.28,0.1,0.364,0.714,0.129,0.465,0.096,0.327,2020-07-28
"Yankees",10,13,0.185,0.056,2.08,0.27,0.781,0.5,0.075,0.425,0.176,87.6,1.23,4.85,5.58,5.1,4.27,0.1,0.355,0.574,0.116,0.418,0.025,0.325,2020-07-28
"Marlins",13,13,0.095,0.159,2.08,0.25,0.859,0.413,0.152,0.435,0.15,91.1,1.85,4.85,7.58,7.54,6.97,-0.3,0.24,0.587,0.056,0.414,0.064,0.319,2020-07-28
"Reds",13,16,0.338,0.074,2.81,0.188,0.833,0.405,0.135,0.459,0.294,87.2,1,5.06,5.88,3.87,2.87,-0.3,0.32,0.662,0.143,0.434,0.135,0.27,2020-07-28
"Giants",20,21,0.154,0.115,1.29,0.286,0.621,0.452,0.247,0.301,0.136,89.1,1.67,5.14,5.67,5.83,5.33,-0.2,0.215,0.567,0.088,0.46,0.096,0.438,2020-07-28
"Mets",15,19,0.22,0.049,2.84,0.278,0.663,0.424,0.186,0.39,0.261,89.2,1.32,6.16,6.03,4.26,3.84,0,0.324,0.561,0.146,0.413,0.15,0.417,2020-07-28
"Phillies",10,11.2,0.164,0.091,1.54,0.316,0.698,0.425,0.225,0.35,0.143,91,1.63,6.17,5.42,5.51,4.96,-0.1,0.327,0.691,0.114,0.468,0.025,0.275,2020-07-28
"Twins",9,13,0.311,0.131,3.46,0.345,0.875,0.235,0.235,0.529,0.278,87.7,1.77,6.23,7.11,4.78,4,-0.1,0.335,0.59,0.148,0.395,0.118,0.5,2020-07-28
"White Sox",15,17.1,0.218,0.077,2.08,0.286,0.588,0.415,0.189,0.396,0.19,88.2,1.38,7.27,5.61,4.95,4.18,-0.1,0.317,0.526,0.14,0.38,0.057,0.321,2020-07-28
"Orioles",10,12,0.177,0.065,0,0.457,0.615,0.522,0.217,0.261,0,89.5,2.08,7.5,2.61,4.54,4.15,0.4,0.374,0.581,0.107,0.43,0.022,0.348,2020-07-28
"Tigers",16,17.1,0.173,0.123,2.6,0.245,0.652,0.407,0.185,0.407,0.227,90.7,1.56,7.79,7.58,6.27,5.35,-0.4,0.22,0.556,0.085,0.453,0.074,0.407,2020-07-28
"Cubs",15,12,0.194,0.21,2.25,0.267,0.672,0.455,0.212,0.333,0.273,89.7,2,9,8.69,7.21,6.45,-0.4,0.214,0.516,0.106,0.322,0.121,0.455,2020-07-28
"Nationals",17,15.2,0.212,0.121,0.57,0.209,0.843,0.302,0.302,0.395,0.059,88.5,1.15,1.15,3.77,5.03,4.89,0.1,0.232,0.545,0.1,0.427,0.045,0.318,2020-07-29
"Indians",14,15,0.3,0.067,0,0.257,0.813,0.441,0.147,0.412,0,85.5,0.87,1.2,2.19,3.99,3.16,0.4,0.353,0.633,0.13,0.435,0.086,0.257,2020-07-29
"Cardinals",13,14,0.167,0.063,0,0.081,0.5,0.432,0.189,0.378,0,90.7,0.43,1.29,2.69,4.62,4.6,0.3,0.355,0.646,0.126,0.469,0,0.351,2020-07-29
"Rockies",11,13.2,0.241,0.056,0,0.243,0.846,0.444,0.194,0.361,0,85.7,0.88,1.32,2.17,4,3.63,0.5,0.319,0.611,0.113,0.429,0,0.27,2020-07-29
"Dodgers",22,22,0.275,0.088,0,0.2,0.778,0.44,0.22,0.34,0,83.9,0.77,1.64,2.28,3.77,3.62,0.6,0.354,0.563,0.16,0.407,0.02,0.28,2020-07-29
"Athletics",22,25.1,0.233,0.068,0.36,0.254,0.772,0.437,0.169,0.394,0.036,87.1,1.03,2.13,2.64,4.26,3.89,0.5,0.33,0.612,0.113,0.451,0.069,0.278,2020-07-29
"Angels",20,23.1,0.245,0.128,0.77,0.268,0.846,0.362,0.241,0.397,0.087,85.3,1.24,2.31,4.01,4.79,4.55,0.3,0.3,0.649,0.122,0.44,0.086,0.276,2020-07-29
"Astros",18,22.1,0.228,0.089,0,0.358,0.771,0.507,0.239,0.254,0,83.2,1.48,2.42,2.61,4.08,3.96,0.5,0.23,0.475,0.11,0.435,0.015,0.224,2020-07-29
"Padres",20,20.1,0.253,0.089,0.44,0.22,0.753,0.529,0.196,0.275,0.071,85.4,0.93,2.66,3.04,3.73,3.69,0.4,0.362,0.684,0.118,0.422,0.02,0.255,2020-07-29
"Rays",20,26.2,0.318,0.064,0.68,0.288,0.675,0.426,0.25,0.324,0.091,86.4,1.05,2.7,2.33,2.94,2.91,0.6,0.349,0.664,0.125,0.449,0.044,0.382,2020-07-29
"Blue Jays",22,22,0.237,0.151,0.41,0.25,0.688,0.421,0.193,0.386,0.045,86.9,1.32,3.27,3.69,5.03,4.95,0.4,0.283,0.57,0.106,0.36,0.053,0.281,2020-07-29
"Rangers",16,19,0.222,0.123,0.95,0.24,0.811,0.353,0.255,0.392,0.1,89,1.26,3.32,4.4,5.06,4.76,0.2,0.26,0.58,0.091,0.422,0.077,0.423,2020-07-29
"Braves",16,22.2,0.274,0.032,1.19,0.339,0.756,0.385,0.246,0.369,0.125,88.9,1.19,3.57,3.15,3.47,3.09,0.3,0.358,0.726,0.13,0.455,0.077,0.277,2020-07-29
"Royals",25,27.2,0.21,0.126,1.63,0.243,0.882,0.533,0.12,0.347,0.192,89,1.34,3.58,5.79,5.26,4.78,-0.2,0.294,0.597,0.127,0.408,0.08,0.4,2020-07-29
"Diamondbacks",16,17.2,0.315,0.192,0.51,0.286,0.72,0.444,0.194,0.361,0.077,85.8,1.42,4.08,3.7,4.38,4.76,0.3,0.21,0.644,0.094,0.398,0.083,0.278,2020-07-29
"Giants",23,26,0.164,0.098,1.04,0.253,0.642,0.447,0.224,0.329,0.107,89.1,1.38,4.15,5,5.58,5.01,-0.2,0.207,0.582,0.086,0.471,0.081,0.419,2020-07-29
"White Sox",25,27.1,0.237,0.088,1.32,0.254,0.704,0.44,0.187,0.373,0.143,88.2,1.17,4.61,4.44,4.51,4.06,0.1,0.299,0.553,0.12,0.396,0.04,0.333,2020-07-29
